Partner;Dependents;tenure;PhoneService;InternetService;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn;Date;Treatment
No;No; 3;No;DSL;Month-to-month;No;Electronic check; 24,75;  66,95;1;2020-01-17;0
Yes;No;21;Yes;DSL;One year;No;Mailed check; 80,90;1714,95;0;2018-07-26;1
Yes;Yes;13;Yes;No;One year;No;Automatic; 24,50; 343,60;0;2019-03-23;1
Yes;Yes; 1;Yes;No;Month-to-month;Yes;Automatic; 20,15;  20,15;0;2020-03-17;1
Yes;Yes;25;Yes;No;One year;No;Mailed check; 20,05; 520,10;0;2018-03-28;1
Yes;Yes;71;Yes;No;Two year;Yes;Automatic; 19,60;1387,45;0;2014-06-17;0
No;No;66;Yes;Fiber optic;One year;Yes;Automatic;114,30;7383,70;0;2014-11-14;1
No;No;45;Yes;Fiber optic;One year;Yes;Electronic check;100,30;4483,95;0;2016-08-05;0
Yes;No;22;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,00;1706,45;0;2018-06-26;0
Yes;No;67;Yes;No;One year;Yes;Automatic; 20,85;1327,40;0;2014-10-15;1
Yes;No;68;Yes;Fiber optic;Two year;Yes;Automatic; 89,95;5974,30;0;2014-09-15;0
No;No;49;Yes;Fiber optic;Month-to-month;Yes;Automatic; 90,85;4515,85;1;2016-04-07;1
No;No; 4;Yes;DSL;Month-to-month;No;Mailed check; 48,75; 179,85;0;2019-12-18;0
Yes;No;63;Yes;DSL;One year;No;Automatic; 80,00;5040,20;0;2015-02-12;0
Yes;No; 2;Yes;Fiber optic;Month-to-month;No;Automatic; 79,70; 165,00;1;2020-02-16;1
No;No;21;Yes;No;One year;Yes;Mailed check; 20,35; 422,70;0;2018-07-26;1
Yes;Yes;55;Yes;DSL;Two year;No;Automatic; 57,55;3046,40;1;2015-10-10;1
No;Yes; 1;Yes;No;Month-to-month;Yes;Mailed check; 20,25;  20,25;0;2020-03-17;0
No;No;17;Yes;No;Two year;No;Mailed check; 19,40; 358,05;0;2018-11-23;0
No;No;30;Yes;Fiber optic;Month-to-month;Yes;Automatic;100,40;2936,25;0;2017-10-29;0
Yes;Yes;22;Yes;DSL;Month-to-month;Yes;Mailed check; 57,95;1271,80;0;2018-06-26;0
No;No; 9;Yes;DSL;Month-to-month;Yes;Automatic; 59,50; 530,05;0;2019-07-21;1
Yes;Yes; 1;Yes;No;Month-to-month;No;Mailed check; 19,20;  19,20;0;2020-03-17;0
Yes;No;21;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 86,50;1808,70;1;2018-07-26;1
No;No;19;Yes;DSL;Month-to-month;No;Electronic check; 59,55;1144,60;0;2018-09-24;0
Yes;Yes;69;Yes;Fiber optic;Month-to-month;Yes;Electronic check;103,95;7446,90;1;2014-08-16;0
No;No; 1;No;DSL;Month-to-month;Yes;Electronic check; 25,10;  25,10;1;2020-03-17;1
Yes;No;72;Yes;Fiber optic;Two year;Yes;Automatic;103,95;7556,90;0;2014-05-18;0
Yes;Yes;70;Yes;DSL;Two year;No;Automatic; 68,95;4858,70;0;2014-07-17;1
No;No;66;Yes;Fiber optic;Month-to-month;Yes;Automatic;103,10;6595,00;0;2014-11-14;0
Yes;Yes; 7;No;DSL;Month-to-month;Yes;Electronic check; 24,70; 149,05;0;2019-09-19;0
Yes;Yes;46;Yes;Fiber optic;Month-to-month;Yes;Electronic check;110,20;4972,10;0;2016-07-06;0
No;No;39;No;DSL;Month-to-month;Yes;Automatic; 48,95;1880,85;1;2017-02-01;1
Yes;Yes;32;Yes;DSL;Month-to-month;No;Automatic; 62,45;2045,55;0;2017-08-30;1
No;No;24;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,55;2187,15;0;2018-04-27;1
Yes;Yes; 6;Yes;Fiber optic;Month-to-month;Yes;Automatic; 83,55; 477,55;1;2019-10-19;0
No;No;37;Yes;DSL;Month-to-month;Yes;Automatic; 78,90;2976,95;0;2017-04-02;0
No;Yes; 8;Yes;No;Month-to-month;No;Mailed check; 20,35; 178,70;0;2019-08-20;1
Yes;Yes;72;Yes;DSL;Two year;Yes;Automatic; 71,45;5025,85;0;2014-05-18;1
Yes;No;71;No;DSL;Two year;No;Automatic; 46,35;3353,40;0;2014-06-17;0
Yes;No;16;Yes;Fiber optic;Month-to-month;Yes;Automatic; 94,65;1461,15;0;2018-12-23;1
Yes;No;57;No;DSL;Month-to-month;Yes;Automatic; 49,90;2782,40;0;2015-08-11;1
No;No;66;Yes;No;One year;No;Automatic; 25,45;1699,15;0;2014-11-14;0
No;No;17;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 89,15;1496,90;1;2018-11-23;1
No;Yes;21;Yes;No;Month-to-month;No;Mailed check; 20,75; 452,20;0;2018-07-26;0
Yes;No;66;Yes;DSL;Two year;Yes;Automatic; 66,10;4428,45;0;2014-11-14;1
Yes;No;17;Yes;DSL;Month-to-month;Yes;Automatic; 75,40;1322,55;0;2018-11-23;1
No;Yes; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 70,45;  70,45;1;2020-03-17;1
Yes;No;58;Yes;DSL;One year;No;Automatic; 60,30;3563,80;1;2015-07-12;1
Yes;Yes; 8;Yes;No;Month-to-month;No;Automatic; 21,05; 139,75;0;2019-08-20;1
No;No;27;Yes;DSL;One year;No;Automatic; 69,35;1927,30;0;2018-01-27;1
Yes;No;34;Yes;Fiber optic;Month-to-month;No;Mailed check; 88,85;3000,25;0;2017-07-01;1
No;No;30;Yes;Fiber optic;One year;Yes;Automatic; 97,00;3021,30;0;2017-10-29;0
No;No;33;Yes;DSL;Month-to-month;Yes;Automatic; 66,40;2245,40;0;2017-07-31;1
No;Yes; 1;No;DSL;Month-to-month;No;Electronic check; 24,75;  24,75;1;2020-03-17;0
Yes;Yes;14;Yes;DSL;Month-to-month;No;Mailed check; 69,20; 944,65;0;2019-02-21;0
No;Yes;16;Yes;Fiber optic;One year;Yes;Automatic; 79,50;1264,20;0;2018-12-23;1
No;No;49;Yes;Fiber optic;Two year;No;Automatic;100,65;4917,75;0;2016-04-07;0
Yes;Yes;19;Yes;Fiber optic;Month-to-month;No;Electronic check;103,30;2012,70;1;2018-09-24;1
Yes;Yes;70;Yes;DSL;Two year;No;Automatic; 79,70;5743,30;0;2014-07-17;0
Yes;Yes;32;Yes;DSL;Month-to-month;No;Automatic; 61,40;1864,65;0;2017-08-30;0
No;No;18;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,80;1221,65;0;2018-10-24;1
No;No;37;No;DSL;Two year;Yes;Mailed check; 40,55;1390,85;0;2017-04-02;1
No;No; 4;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 75,65; 302,35;0;2019-12-18;1
Yes;No;16;Yes;Fiber optic;Month-to-month;No;Electronic check; 90,70;1374,90;0;2018-12-23;0
Yes;No;17;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,50;1336,90;0;2018-11-23;0
No;Yes;19;Yes;DSL;Month-to-month;Yes;Electronic check; 60,60;1297,80;0;2018-09-24;1
Yes;No;60;Yes;Fiber optic;Two year;No;Automatic;101,15;6067,40;0;2015-05-13;0
Yes;Yes;51;Yes;No;Two year;Yes;Mailed check; 24,95;1222,25;0;2016-02-07;0
Yes;Yes;28;Yes;No;Two year;Yes;Automatic; 20,30; 487,95;0;2017-12-28;0
No;No;43;Yes;DSL;Two year;Yes;Electronic check; 60,00;2548,55;0;2016-10-04;0
Yes;No;42;Yes;No;Two year;No;Electronic check; 20,25; 835,50;0;2016-11-03;0
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 78,50; 242,05;1;2020-01-17;0
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 44,75;  44,75;0;2020-03-17;1
No;No; 3;Yes;No;Month-to-month;No;Mailed check; 19,85;  63,75;1;2020-01-17;1
No;No;63;Yes;Fiber optic;Two year;No;Automatic; 98,00;6218,45;0;2015-02-12;0
No;No; 3;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,90; 260,90;1;2020-01-17;0
Yes;No;68;Yes;Fiber optic;Month-to-month;Yes;Electronic check;107,70;7320,90;0;2014-09-15;1
No;No;30;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 99,70;2967,35;1;2017-10-29;0
No;No;60;Yes;Fiber optic;Two year;No;Electronic check;104,70;6333,80;0;2015-05-13;1
No;No;15;Yes;DSL;Month-to-month;Yes;Automatic; 58,60; 939,70;1;2019-01-22;1
No;No;45;Yes;Fiber optic;Month-to-month;Yes;Automatic; 93,90;4200,25;0;2016-08-05;1
Yes;No;70;Yes;DSL;Two year;No;Automatic; 86,45;5950,20;0;2014-07-17;0
Yes;No;10;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 98,50;1037,75;1;2019-06-21;0
No;No; 4;Yes;No;Month-to-month;No;Mailed check; 19,40;  93,40;0;2019-12-18;0
No;No; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 50,45;  50,45;1;2020-03-17;0
Yes;No;68;Yes;No;Two year;Yes;Automatic; 24,95;1614,90;0;2014-09-15;0
Yes;Yes;22;Yes;Fiber optic;Month-to-month;No;Automatic; 75,00;1573,95;0;2018-06-26;0
Yes;Yes;38;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,65;3624,30;1;2017-03-03;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Automatic;100,25; 100,25;1;2020-03-17;1
Yes;No;18;Yes;Fiber optic;Month-to-month;No;Electronic check; 78,20;1468,75;0;2018-10-24;1
No;No;29;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,20;2607,60;0;2017-11-28;0
No;No;16;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 88,45;1422,10;1;2018-12-23;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,85;  69,85;1;2020-03-17;1
No;No;12;Yes;Fiber optic;Month-to-month;No;Automatic; 81,70; 858,60;1;2019-04-22;1
No;No;31;No;DSL;One year;Yes;Electronic check; 50,05;1523,40;0;2017-09-29;1
No;No; 4;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,90; 324,30;1;2019-12-18;0
Yes;No;48;Yes;DSL;One year;Yes;Mailed check; 69,55;3435,60;0;2016-05-07;1
No;No;15;Yes;No;Month-to-month;Yes;Automatic; 25,40; 399,60;1;2019-01-22;1
No;No;50;Yes;Fiber optic;One year;Yes;Automatic; 90,10;4549,45;0;2016-03-08;0
No;No; 7;Yes;DSL;Month-to-month;Yes;Automatic; 44,65; 322,50;0;2019-09-19;1
Yes;No;41;Yes;Fiber optic;Month-to-month;Yes;Automatic; 83,75;3273,55;1;2016-12-03;0
Yes;Yes;68;Yes;Fiber optic;Two year;No;Automatic; 80,35;5375,15;0;2014-09-15;1
Yes;No;26;Yes;Fiber optic;Month-to-month;Yes;Automatic; 98,10;2510,70;0;2018-02-26;0
No;No;57;No;DSL;Two year;No;Automatic; 53,35;3090,05;0;2015-08-11;0
No;No; 3;Yes;No;Month-to-month;No;Electronic check; 19,55;  61,05;0;2020-01-17;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,90;  20,90;1;2020-03-17;0
Yes;Yes;19;Yes;DSL;One year;Yes;Automatic; 48,95; 955,60;0;2018-09-24;0
No;No; 3;Yes;DSL;Month-to-month;Yes;Electronic check; 54,20; 140,40;0;2020-01-17;1
No;No;59;Yes;No;Two year;No;Electronic check; 24,45;1493,10;0;2015-06-12;0
Yes;No; 1;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 69,40;  69,40;1;2020-03-17;0
Yes;No;42;No;DSL;Month-to-month;Yes;Automatic; 40,15;1626,05;0;2016-11-03;1
No;No; 7;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 74,90; 541,15;1;2019-09-19;0
Yes;No;67;Yes;No;Two year;No;Automatic; 25,60;1784,90;0;2014-10-15;0
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,35;  70,35;0;2020-03-17;0
Yes;No;66;Yes;DSL;Two year;No;Automatic; 91,70;6075,90;0;2014-11-14;0
No;No;61;Yes;Fiber optic;Month-to-month;No;Mailed check; 89,20;5500,60;0;2015-04-13;0
Yes;Yes; 4;Yes;No;One year;No;Automatic; 24,10;  73,10;0;2019-12-18;0
Yes;No;42;Yes;Fiber optic;Month-to-month;Yes;Automatic; 74,15;3229,40;1;2016-11-03;0
Yes;Yes;64;Yes;DSL;One year;Yes;Automatic; 53,85;3399,85;0;2015-01-13;0
Yes;No;54;Yes;Fiber optic;One year;Yes;Automatic;115,60;6431,05;0;2015-11-09;0
No;No; 1;Yes;No;Month-to-month;Yes;Automatic; 19,75;  19,75;0;2020-03-17;0
Yes;Yes;54;Yes;No;Two year;Yes;Automatic; 24,05;1230,90;0;2015-11-09;0
No;Yes;18;Yes;No;Two year;No;Automatic; 25,30; 454,65;0;2018-10-24;0
No;No; 3;Yes;Fiber optic;Month-to-month;No;Electronic check; 84,30; 235,05;0;2020-01-17;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 70,10;  70,10;1;2020-03-17;1
Yes;Yes;72;Yes;DSL;Two year;No;Automatic; 89,75;6595,90;0;2014-05-18;1
Yes;No;60;Yes;Fiber optic;One year;Yes;Electronic check; 97,95;5867,00;0;2015-05-13;0
Yes;Yes;11;Yes;No;One year;Yes;Mailed check; 20,00; 196,35;0;2019-05-22;1
No;Yes;12;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 78,30; 909,25;1;2019-04-22;0
Yes;Yes;61;Yes;Fiber optic;One year;No;Automatic;103,90;6449,15;0;2015-04-13;1
No;No;39;Yes;No;Two year;No;Automatic; 20,70; 762,45;0;2017-02-01;0
No;No;55;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 96,80;5283,95;1;2015-10-10;0
No;No;17;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,40;1617,50;1;2018-11-23;1
No;No;37;Yes;No;One year;No;Automatic; 20,15; 785,75;0;2017-04-02;1
Yes;No;72;Yes;No;Two year;Yes;Mailed check; 26,00;1776,00;0;2014-05-18;0
Yes;No;72;Yes;DSL;Two year;No;Automatic; 77,35;5396,25;0;2014-05-18;1
No;No; 8;Yes;DSL;Month-to-month;No;Automatic; 66,05; 574,50;0;2019-08-20;0
Yes;Yes;22;Yes;No;Month-to-month;No;Mailed check; 19,90; 400,30;0;2018-06-26;1
No;No; 1;Yes;Fiber optic;Month-to-month;No;Electronic check; 84,30;  84,30;1;2020-03-17;1
No;No;38;Yes;DSL;Month-to-month;No;Automatic; 68,15;2656,30;0;2017-03-03;0
No;Yes;17;Yes;DSL;One year;No;Electronic check; 80,85;1445,95;0;2018-11-23;0
No;No;70;Yes;DSL;Two year;Yes;Automatic; 75,50;5212,65;0;2014-07-17;0
Yes;Yes;72;Yes;DSL;Two year;No;Automatic; 92,45;6440,25;1;2014-05-18;0
No;No;28;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,60;2244,95;0;2017-12-28;1
No;No;15;Yes;Fiber optic;Month-to-month;Yes;Automatic; 83,20;1130,00;0;2019-01-22;0
Yes;Yes;72;Yes;DSL;Two year;Yes;Automatic; 87,55;6463,15;0;2014-05-18;0
Yes;No;11;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 99,55;1131,20;1;2019-05-22;0
No;No; 8;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,25; 585,95;1;2019-08-20;0
Yes;No;57;Yes;Fiber optic;One year;Yes;Automatic;109,40;6252,70;0;2015-08-11;0
Yes;Yes; 1;Yes;No;Month-to-month;No;Automatic; 19,95;  19,95;1;2020-03-17;0
Yes;No;46;No;DSL;Month-to-month;No;Electronic check; 45,55;2062,15;0;2016-07-06;0
Yes;No;30;Yes;No;One year;No;Automatic; 20,70; 587,10;0;2017-10-29;1
Yes;No;10;Yes;Fiber optic;Month-to-month;No;Electronic check; 75,30; 720,45;0;2019-06-21;1
Yes;No;23;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 99,25;2186,40;1;2018-05-27;0
No;No;32;Yes;Fiber optic;Month-to-month;Yes;Automatic; 93,40;2979,30;0;2017-08-30;0
No;No;13;Yes;Fiber optic;Month-to-month;Yes;Automatic; 73,75; 956,65;0;2019-03-23;0
No;No;39;Yes;Fiber optic;Two year;Yes;Electronic check; 80,45;3201,55;1;2017-02-01;0
No;No;44;Yes;Fiber optic;Month-to-month;Yes;Automatic; 88,15;3973,20;0;2016-09-04;0
No;No; 9;Yes;DSL;Month-to-month;No;Mailed check; 49,20; 447,90;0;2019-07-21;0
Yes;No;67;Yes;No;Two year;No;Mailed check; 19,65;1335,20;0;2014-10-15;1
Yes;Yes; 9;Yes;Fiber optic;Month-to-month;Yes;Automatic; 79,35; 661,25;1;2019-07-21;1
No;No;15;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,75;1111,85;1;2019-01-22;0
Yes;No;71;Yes;Fiber optic;Two year;Yes;Automatic;105,15;7555,00;0;2014-06-17;1
No;No; 1;Yes;DSL;Month-to-month;No;Automatic; 49,00;  49,00;0;2020-03-17;0
Yes;Yes;30;Yes;Fiber optic;Month-to-month;Yes;Electronic check;100,05;3046,15;1;2017-10-29;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 69,35;  69,35;1;2020-03-17;1
Yes;No;17;No;DSL;Month-to-month;Yes;Mailed check; 49,80; 836,35;0;2018-11-23;1
No;No; 3;Yes;Fiber optic;Month-to-month;No;Electronic check; 85,80; 272,20;1;2020-01-17;1
Yes;Yes;67;Yes;DSL;Two year;Yes;Electronic check; 79,70;5293,40;1;2014-10-15;0
No;No; 1;Yes;No;Month-to-month;No;Automatic; 20,95;  20,95;0;2020-03-17;1
No;No; 1;Yes;DSL;Month-to-month;No;Mailed check; 50,55;  50,55;1;2020-03-17;0
Yes;No;32;Yes;Fiber optic;Month-to-month;No;Mailed check; 79,30;2570,00;0;2017-08-30;1
Yes;Yes;41;Yes;No;One year;No;Automatic; 19,50; 798,20;0;2016-12-03;1
Yes;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 80,55;  80,55;1;2020-03-17;1
No;No; 1;Yes;DSL;Month-to-month;No;Automatic; 44,15;  44,15;0;2020-03-17;1
Yes;Yes;12;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 84,50; 916,90;1;2019-04-22;1
Yes;Yes;62;Yes;Fiber optic;Month-to-month;Yes;Electronic check;105,50;6487,20;0;2015-03-14;1
No;No;22;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 84,30;1855,65;1;2018-06-26;0
No;Yes;17;Yes;Fiber optic;Month-to-month;Yes;Automatic; 92,70;1556,85;0;2018-11-23;0
Yes;Yes;72;Yes;No;Two year;Yes;Automatic; 26,25;1988,05;0;2014-05-18;1
Yes;Yes;56;Yes;Fiber optic;Month-to-month;Yes;Automatic; 96,95;5432,20;0;2015-09-10;1
No;No; 9;Yes;No;Month-to-month;Yes;Automatic; 20,45; 147,55;0;2019-07-21;1
Yes;No;72;Yes;Fiber optic;Two year;Yes;Automatic;115,80;8424,90;0;2014-05-18;0
No;No;20;Yes;Fiber optic;Month-to-month;Yes;Automatic;108,20;2203,70;0;2018-08-25;1
Yes;Yes;19;Yes;No;Two year;No;Mailed check; 20,20; 387,40;0;2018-09-24;1
No;No; 2;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 67,75; 116,65;1;2020-02-16;1
No;No;53;No;DSL;One year;No;Automatic; 54,90;3045,75;0;2015-12-09;1
No;No;27;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,25;2287,25;1;2018-01-27;0
No;No; 6;Yes;No;Month-to-month;No;Automatic; 20,15; 130,50;0;2019-10-19;1
Yes;Yes; 9;Yes;Fiber optic;One year;Yes;Electronic check; 90,35; 767,90;0;2019-07-21;1
Yes;Yes; 8;Yes;DSL;Month-to-month;No;Electronic check; 55,75; 446,80;0;2019-08-20;1
Yes;Yes;71;Yes;Fiber optic;Two year;No;Automatic;114,60;8100,25;0;2014-06-17;0
No;No;10;Yes;Fiber optic;Month-to-month;Yes;Automatic; 80,05; 830,70;1;2019-06-21;0
No;No; 1;Yes;No;Month-to-month;No;Mailed check; 20,00;  20,00;1;2020-03-17;1
Yes;No;71;No;DSL;One year;No;Automatic; 66,80;4689,15;0;2014-06-17;1
Yes;No;68;Yes;Fiber optic;One year;Yes;Electronic check;100,30;6754,35;0;2014-09-15;0
No;No;34;Yes;Fiber optic;Month-to-month;Yes;Electronic check;105,35;3540,65;0;2017-07-01;1
No;No;26;Yes;Fiber optic;One year;Yes;Electronic check; 85,20;2184,60;0;2018-02-26;0
No;No;22;Yes;DSL;Month-to-month;Yes;Automatic; 48,80;1054,60;1;2018-06-26;0
No;No; 7;Yes;No;Month-to-month;Yes;Mailed check; 18,95; 130,55;0;2019-09-19;1
Yes;No;20;Yes;Fiber optic;Month-to-month;Yes;Automatic; 69,80;1540,35;0;2018-08-25;1
Yes;No;60;Yes;Fiber optic;Month-to-month;Yes;Electronic check;106,15;6411,25;0;2015-05-13;1
Yes;Yes;72;Yes;No;Two year;No;Electronic check; 20,55;1432,55;0;2014-05-18;0
Yes;No;72;Yes;Fiber optic;One year;Yes;Automatic;105,75;7629,85;0;2014-05-18;0
No;No; 4;Yes;No;Month-to-month;No;Mailed check; 25,25; 101,90;0;2019-12-18;1
Yes;Yes;16;Yes;No;Month-to-month;No;Electronic check; 19,75; 313,40;0;2018-12-23;0
Yes;No;62;Yes;Fiber optic;One year;Yes;Electronic check;104,85;6312,90;0;2015-03-14;1
No;No;10;Yes;DSL;Month-to-month;Yes;Mailed check; 60,95; 629,55;0;2019-06-21;1
No;No;31;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 81,15;2640,55;0;2017-09-29;0
Yes;No;71;Yes;No;Two year;No;Automatic; 19,10;1372,45;0;2014-06-17;1
No;No;58;Yes;No;Two year;No;Mailed check; 20,80;1212,25;0;2015-07-12;0
Yes;Yes;70;Yes;DSL;Two year;Yes;Automatic; 90,15;6237,05;0;2014-07-17;1
Yes;No;71;Yes;DSL;Two year;No;Electronic check; 90,10;6310,90;0;2014-06-17;0
No;No;69;Yes;DSL;Two year;No;Automatic; 74,10;5031,00;0;2014-08-16;1
No;No; 1;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 85,05;  85,05;1;2020-03-17;1
Yes;Yes;72;Yes;Fiber optic;Two year;Yes;Automatic;118,75;8672,45;0;2014-05-18;0
Yes;No;26;Yes;Fiber optic;Month-to-month;No;Automatic; 85,90;2196,45;0;2018-02-26;0
Yes;No;33;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,00;3008,15;0;2017-07-31;0
Yes;Yes;10;Yes;No;Two year;No;Mailed check; 20,15; 220,80;0;2019-06-21;1
No;No;57;Yes;Fiber optic;Two year;No;Automatic;101,30;5779,60;0;2015-08-11;1
No;No;10;Yes;No;Month-to-month;Yes;Electronic check; 21,20; 222,65;0;2019-06-21;1
Yes;Yes;39;Yes;No;One year;Yes;Mailed check; 24,20; 914,60;0;2017-02-01;0
No;No;11;Yes;No;Month-to-month;No;Automatic; 20,30; 246,30;0;2019-05-22;1
Yes;Yes;21;Yes;Fiber optic;Month-to-month;Yes;Electronic check;102,80;2110,15;1;2018-07-26;0
Yes;Yes;68;Yes;DSL;Two year;No;Automatic; 85,30;5560,00;0;2014-09-15;1
No;No;18;Yes;Fiber optic;One year;Yes;Automatic; 89,60;1633,00;0;2018-10-24;0
No;No; 6;Yes;Fiber optic;Month-to-month;Yes;Mailed check; 99,95; 547,65;1;2019-10-19;0
No;No;18;Yes;DSL;Month-to-month;No;Mailed check; 56,25; 969,85;0;2018-10-24;1
Yes;Yes;52;Yes;DSL;One year;Yes;Automatic; 50,95;2610,65;0;2016-01-08;1
Yes;Yes;56;Yes;Fiber optic;Two year;No;Mailed check;115,85;6567,90;0;2015-09-10;0
No;No;45;Yes;Fiber optic;Month-to-month;Yes;Automatic;103,65;4747,85;0;2016-08-05;0
No;No;67;Yes;No;Two year;Yes;Mailed check; 26,10;1759,55;0;2014-10-15;0
Yes;No; 3;No;DSL;Month-to-month;No;Mailed check; 35,10; 101,10;0;2020-01-17;0
No;No;65;Yes;Fiber optic;Month-to-month;Yes;Automatic; 99,10;6496,15;0;2014-12-14;1
Yes;No;63;Yes;DSL;Two year;No;Mailed check; 67,25;4234,15;0;2015-02-12;0
Yes;Yes;11;Yes;No;Two year;No;Mailed check; 25,00; 300,70;0;2019-05-22;1
No;Yes; 1;Yes;DSL;Month-to-month;Yes;Mailed check; 59,55;  59,55;0;2020-03-17;1
No;No;55;Yes;DSL;Two year;Yes;Automatic; 77,80;4323,35;0;2015-10-10;0
Yes;Yes;25;Yes;DSL;One year;Yes;Mailed check; 55,10;1466,10;0;2018-03-28;1
Yes;No;72;Yes;Fiber optic;One year;Yes;Automatic;117,80;8684,80;1;2014-05-18;1
Yes;No;72;Yes;No;Two year;Yes;Automatic; 24,15;1776,45;0;2014-05-18;0
No;Yes;65;No;DSL;Two year;No;Mailed check; 45,25;2933,95;0;2014-12-14;1
No;No;54;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 79,50;4370,25;1;2015-11-09;0
Yes;Yes; 7;Yes;No;Month-to-month;No;Mailed check; 20,25; 144,35;0;2019-09-19;0
Yes;No;72;Yes;DSL;Two year;No;Automatic; 64,75;4804,75;0;2014-05-18;0
Yes;No;21;Yes;DSL;Month-to-month;No;Automatic; 54,60;1125,20;0;2018-07-26;0
No;No; 2;Yes;No;Month-to-month;Yes;Automatic; 20,70;  39,85;0;2020-02-16;0
No;No; 4;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,75; 422,40;0;2019-12-18;0
Yes;No; 3;Yes;Fiber optic;Month-to-month;Yes;Automatic; 79,65; 251,75;1;2020-01-17;0
Yes;No;72;Yes;Fiber optic;Two year;No;Automatic;115,80;8332,15;0;2014-05-18;0
No;No; 6;Yes;DSL;Month-to-month;Yes;Electronic check; 49,45; 314,60;0;2019-10-19;1
No;No;52;Yes;Fiber optic;Month-to-month;Yes;Automatic; 83,80;4331,40;0;2016-01-08;0
Yes;No;69;Yes;Fiber optic;Month-to-month;Yes;Automatic; 95,35;6382,00;0;2014-08-16;1
No;No; 8;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 94,70; 740,30;1;2019-08-20;0
No;No; 8;Yes;Fiber optic;Month-to-month;Yes;Automatic; 74,05; 600,15;0;2019-08-20;1
No;No;63;Yes;Fiber optic;Month-to-month;Yes;Automatic; 89,60;5538,80;0;2015-02-12;1
No;No;60;Yes;Fiber optic;One year;Yes;Automatic;116,60;7049,50;0;2015-05-13;1
Yes;No;12;Yes;DSL;Month-to-month;No;Automatic; 54,20; 690,50;0;2019-04-22;1
No;No;13;Yes;No;Month-to-month;Yes;Mailed check; 19,30; 279,30;0;2019-03-23;0
No;No;22;Yes;DSL;Month-to-month;No;Mailed check; 65,05;1427,55;0;2018-06-26;1
No;No; 5;Yes;Fiber optic;Month-to-month;Yes;Electronic check; 92,50; 452,70;1;2019-11-18;0
Yes;Yes; 1;Yes;No;Month-to-month;No;Mailed check; 19,45;  19,45;1;2020-03-17;1
Yes;Yes;72;Yes;No;Two year;Yes;Automatic; 24,05;1709,15;0;2014-05-18;1
No;No; 2;Yes;No;Month-to-month;No;Automatic; 18,75;  53,15;0;2020-02-16;0
Yes;Yes;40;Yes;No;Two year;No;Automatic; 20,15; 777,35;0;2017-01-02;0
Yes;Yes;44;Yes;No;One year;No;Automatic; 20,00; 860,85;0;2016-09-04;1
Yes;No;71;Yes;DSL;One year;Yes;Automatic; 71,00;5012,10;0;2014-06-17;1
